YearWeek	ScreenID	Screen	Part	Distr	SUISA	OrigTitle	TotPro	TotAdm	TotBox	Dac	Pro_OV_2D	Adm_OV_2D	Box_OV_2D	Pro_GV_2D	Adm_GV_2D	Box_GV_2D	Pro_FV_2D	Adm_FV_2D	Box_FV_2D	Pro_IV_2D	Adm_IV_2D	Box_IV_2D	Pro_OV_3D	Adm_OV_3D	Box_OV_3D	Pro_GV_3D	Adm_GV_3D	Box_GV_3D	Pro_FV_3D	Adm_FV_3D	Box_FV_3D	Pro_IV_3D	Adm_IV_3D	Box_IV_3D	TotPro_OV	TotAdm_OV	TotBox_OV	TotPro_GV	TotAdm_GV	TotBox_GV	TotPro_FV	TotAdm_FV	TotBox_FV	TotPro_IV	TotAdm_IV	TotBox_IV	TotPro_2D	TotAdm_2D	TotBox_2D	TotPro_3D	TotAdm_3D	TotBox_3D
201944	108414	Reinach, TaB* Atelierkino	G	IMPULS	1012260	A Shaun the Sheep Movie: Farmageddon	2	22	304	r	0	0	0	2	22	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	304	0	0	0	0	0	0	2	22	304	0	0	0
201944	108414	Reinach, TaB* Atelierkino	G	WB	1012927	Joker	2	21	308	r	1	7	90	1	14	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	90	1	14	218	0	0	0	0	0	0	2	21	308	0	0	0
201944	108414	Reinach, TaB* Atelierkino	G	UNIVERSAL	1012991	Downton Abbey	1	11	220	r	1	11	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	220	0	0	0	0	0	0	0	0	0	1	11	220	0	0	0
201944	108414	Reinach, TaB* Atelierkino	G	UNIVERSAL	1013039	Ich war noch niemals in New York	2	26	353	r	2	26	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	353	0	0	0	0	0	0	0	0	0	2	26	353	0	0	0
201944	108414	Reinach, TaB* Atelierkino	G	ELITE	1013326	After the Wedding	1	5	71	r	1	5	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	71	0	0	0	0	0	0	0	0	0	1	5	71	0	0	0
201944	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013347	Cody – The dog days are over	1	26	371	r	1	26	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	371	0	0	0	0	0	0	0	0	0	1	26	371	0	0	0
201944	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013413	Portrait de la jeune fille en feu	2	38	572	r	2	38	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38	572	0	0	0	0	0	0	0	0	0	2	38	572	0	0	0
201944	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013418	Systemsprenger	1	15	228	r	1	15	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	228	0	0	0	0	0	0	0	0	0	1	15	228	0	0	0
201943	108414	Reinach, TaB* Atelierkino	G	LOOK NOW!	1003444	Songs from the second floor	1	7	109	r	1	7	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	109	0	0	0	0	0	0	0	0	0	1	7	109	0	0	0
201943	108414	Reinach, TaB* Atelierkino	G	IMPULS	1012260	A Shaun the Sheep Movie: Farmageddon	2	18	248	r	0	0	0	2	18	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	248	0	0	0	0	0	0	2	18	248	0	0	0
201943	108414	Reinach, TaB* Atelierkino	G	WB	1012927	Joker	3	25	390	r	2	12	182	1	13	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	182	1	13	208	0	0	0	0	0	0	3	25	390	0	0	0
201943	108414	Reinach, TaB* Atelierkino	G	UNIVERSAL	1012991	Downton Abbey	1	16	235	r	1	16	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	235	0	0	0	0	0	0	0	0	0	1	16	235	0	0	0
201943	108414	Reinach, TaB* Atelierkino	G	ELITE	1013326	After the Wedding	1	11	164	r	1	11	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	164	0	0	0	0	0	0	0	0	0	1	11	164	0	0	0
201943	108414	Reinach, TaB* Atelierkino	G	DCM FILM	1013363	Diego Maradona	1	5	74	r	1	5	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	74	0	0	0	0	0	0	0	0	0	1	5	74	0	0	0
201943	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013418	Systemsprenger	1	21	273	r	1	21	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	273	0	0	0	0	0	0	0	0	0	1	21	273	0	0	0
201942	108414	Reinach, TaB* Atelierkino	G	IMPULS	1012260	A Shaun the Sheep Movie: Farmageddon	2	18	236	r	0	0	0	2	18	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	236	0	0	0	0	0	0	2	18	236	0	0	0
201942	108414	Reinach, TaB* Atelierkino	G	IMPULS	1012554	Der Trafikant	1	31	371	r	1	31	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	371	0	0	0	0	0	0	0	0	0	1	31	371	0	0	0
201942	108414	Reinach, TaB* Atelierkino	G	UNIVERSAL	1012991	Downton Abbey	1	18	276	r	1	18	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	276	0	0	0	0	0	0	0	0	0	1	18	276	0	0	0
201942	108414	Reinach, TaB* Atelierkino	G	ELITE	1013326	After the Wedding	2	10	151	r	2	10	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	151	0	0	0	0	0	0	0	0	0	2	10	151	0	0	0
201942	108414	Reinach, TaB* Atelierkino	G	DCM FILM	1013363	Diego Maradona	1	14	205	r	1	14	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	205	0	0	0	0	0	0	0	0	0	1	14	205	0	0	0
201942	108414	Reinach, TaB* Atelierkino	G	MILIEU PICTURES GMBH	1013368	Der Büezer	1	5	74	r	1	5	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	74	0	0	0	0	0	0	0	0	0	1	5	74	0	0	0
201942	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013418	Systemsprenger	2	21	273	r	2	21	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	273	0	0	0	0	0	0	0	0	0	2	21	273	0	0	0
201941	108414	Reinach, TaB* Atelierkino	G	DISNEY	1012309	Ad Astra	2	12	192	r	1	9	144	1	3	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	144	1	3	48	0	0	0	0	0	0	2	12	192	0	0	0
201941	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013125	Les Invisibles	1	3	45	r	1	3	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	45	0	0	0	0	0	0	0	0	0	1	3	45	0	0	0
201941	108414	Reinach, TaB* Atelierkino	G	MILIEU PICTURES GMBH	1013368	Der Büezer	2	18	264	r	2	18	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	264	0	0	0	0	0	0	0	0	0	2	18	264	0	0	0
201941	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013417	Die fruchtbaren Jahre sind vorbei	1	2	26	r	1	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	26	0	0	0	0	0	0	0	0	0	1	2	26	0	0	0
201941	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013418	Systemsprenger	2	17	266	r	2	17	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	266	0	0	0	0	0	0	0	0	0	2	17	266	0	0	0
201941	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013424	Mein Lotta-Leben	2	16	192	r	2	16	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	192	0	0	0	0	0	0	0	0	0	2	16	192	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	DISNEY	1012309	Ad Astra	2	16	249	r	1	5	80	1	11	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	80	1	11	169	0	0	0	0	0	0	2	16	249	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013125	Les Invisibles	1	2	32	r	1	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013254	La Paranza dei bambini	1	3	39	r	1	3	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	39	0	0	0	0	0	0	0	0	0	1	3	39	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	VINCA FILM	1013255	Der nackte König	1	6	87	r	1	6	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	87	0	0	0	0	0	0	0	0	0	1	6	87	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	MILIEU PICTURES GMBH	1013368	Der Büezer	1	4	58	r	1	4	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	58	0	0	0	0	0	0	0	0	0	1	4	58	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013417	Die fruchtbaren Jahre sind vorbei	1	8	128	r	1	8	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	128	0	0	0	0	0	0	0	0	0	1	8	128	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013424	Mein Lotta-Leben	2	10	136	r	2	10	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	136	0	0	0	0	0	0	0	0	0	2	10	136	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	TRIGON	1013465	Le miracle du saint inconnu	1	2	26	r	1	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	26	0	0	0	0	0	0	0	0	0	1	2	26	0	0	0
201940	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013418	Systemsprenger	2	35	518	r	2	35	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	35	518	0	0	0	0	0	0	0	0	0	2	35	518	0	0	0
201939	108414	Reinach, TaB* Atelierkino	G	SONY PICTURES	1012492	Once Upon A Time... In Hollywood	1	10	160	r	1	10	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	160	0	0	0	0	0	0	0	0	0	1	10	160	0	0	0
201939	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013254	La Paranza dei bambini	1	4	64	r	1	4	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	64	0	0	0	0	0	0	0	0	0	1	4	64	0	0	0
201939	108414	Reinach, TaB* Atelierkino	G	ELITE	1013325	Late Night	1	2	32	r	0	0	0	1	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0	0	0	0	1	2	32	0	0	0
201939	108414	Reinach, TaB* Atelierkino	G	MILIEU PICTURES GMBH	1013368	Der Büezer	1	8	119	r	1	8	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	119	0	0	0	0	0	0	0	0	0	1	8	119	0	0	0
201939	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013417	Die fruchtbaren Jahre sind vorbei	1	9	117	r	1	9	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	117	0	0	0	0	0	0	0	0	0	1	9	117	0	0	0
201939	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013419	Parasite (2019)	1	1	16	r	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	0	0	0	0	0	0	0	0	0	1	1	16	0	0	0
201939	108414	Reinach, TaB* Atelierkino	G	TRIGON	1013465	Le miracle du saint inconnu	1	4	52	r	1	4	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	52	0	0	0	0	0	0	0	0	0	1	4	52	0	0	0
201939	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013474	Yoga - Die Kraft des Lebens	1	8	116	r	1	8	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	116	0	0	0	0	0	0	0	0	0	1	8	116	0	0	0
201938	108414	Reinach, TaB* Atelierkino	G	SONY PICTURES	1012492	Once Upon A Time... In Hollywood	1	11	170	r	1	11	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	170	0	0	0	0	0	0	0	0	0	1	11	170	0	0	0
201938	108414	Reinach, TaB* Atelierkino	G	PRAESENS	1013061	Die Drei !!!	2	4	48	r	2	4	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	48	0	0	0	0	0	0	0	0	0	2	4	48	0	0	0
201938	108414	Reinach, TaB* Atelierkino	G	PRAESENS	1013062	Leberkäsjunkie	1	10	139	r	1	10	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	139	0	0	0	0	0	0	0	0	0	1	10	139	0	0	0
201938	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013125	Les Invisibles	2	14	188	r	2	14	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	188	0	0	0	0	0	0	0	0	0	2	14	188	0	0	0
201938	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013254	La Paranza dei bambini	1	6	81	r	1	6	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	81	0	0	0	0	0	0	0	0	0	1	6	81	0	0	0
201938	108414	Reinach, TaB* Atelierkino	G	ELITE	1013325	Late Night	1	9	126	r	0	0	0	1	9	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	126	0	0	0	0	0	0	1	9	126	0	0	0
201938	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013417	Die fruchtbaren Jahre sind vorbei	1	6	90	r	1	6	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	90	0	0	0	0	0	0	0	0	0	1	6	90	0	0	0
201938	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013419	Parasite (2019)	1	10	157	r	1	10	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	157	0	0	0	0	0	0	0	0	0	1	10	157	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	SONY PICTURES	1012492	Once Upon A Time... In Hollywood	1	3	48	r	1	3	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	48	0	0	0	0	0	0	0	0	0	1	3	48	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	PRAESENS	1013061	Die Drei !!!	2	14	180	r	2	14	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	180	0	0	0	0	0	0	0	0	0	2	14	180	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	PRAESENS	1013062	Leberkäsjunkie	1	2	32	r	1	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013125	Les Invisibles	1	3	45	r	1	3	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	45	0	0	0	0	0	0	0	0	0	1	3	45	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	TRIGON	1013233	Monos	1	2	26	r	1	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	26	0	0	0	0	0	0	0	0	0	1	2	26	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	ELITE	1013325	Late Night	1	7	106	r	0	0	0	1	7	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	106	0	0	0	0	0	0	1	7	106	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013417	Die fruchtbaren Jahre sind vorbei	1	5	71	r	1	5	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	71	0	0	0	0	0	0	0	0	0	1	5	71	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013419	Parasite (2019)	1	2	32	r	1	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013474	Yoga - Die Kraft des Lebens	1	2	32	r	1	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0
201937	108414	Reinach, TaB* Atelierkino	G	MOVIEBIZ	1013536	Erde	1	0	0	r	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
201936	108414	Reinach, TaB* Atelierkino	G	DISNEY	1012352	The Lion King	2	32	434	r	0	0	0	2	32	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	434	0	0	0	0	0	0	2	32	434	0	0	0
201936	108414	Reinach, TaB* Atelierkino	G	SONY PICTURES	1012492	Once Upon A Time... In Hollywood	2	30	471	r	2	30	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	471	0	0	0	0	0	0	0	0	0	2	30	471	0	0	0
201936	108414	Reinach, TaB* Atelierkino	G	UNIVERSAL	1012748	Yesterday	1	5	77	r	1	5	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	77	0	0	0	0	0	0	0	0	0	1	5	77	0	0	0
201936	108414	Reinach, TaB* Atelierkino	G	ELITE	1013193	Britt-Marie war hier	1	9	123	r	0	0	0	1	9	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	123	0	0	0	0	0	0	1	9	123	0	0	0
201936	108414	Reinach, TaB* Atelierkino	G	TRIGON	1013233	Monos	1	2	32	r	1	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0	0	0	0	0	0	0	1	2	32	0	0	0
201936	108414	Reinach, TaB* Atelierkino	G	ELITE	1013325	Late Night	3	4	55	r	0	0	0	3	4	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	55	0	0	0	0	0	0	3	4	55	0	0	0
201936	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013417	Die fruchtbaren Jahre sind vorbei	1	9	129	r	1	9	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	129	0	0	0	0	0	0	0	0	0	1	9	129	0	0	0
201936	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013474	Yoga - Die Kraft des Lebens	1	29	428	r	1	29	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	428	0	0	0	0	0	0	0	0	0	1	29	428	0	0	0
201935	108414	Reinach, TaB* Atelierkino	G	DISNEY	1012352	The Lion King	2	70	386	r	0	0	0	2	70	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	70	386	0	0	0	0	0	0	2	70	386	0	0	0
201935	108414	Reinach, TaB* Atelierkino	G	UNIVERSAL	1012748	Yesterday	1	13	65	r	1	13	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	65	0	0	0	0	0	0	0	0	0	1	13	65	0	0	0
201935	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1012791	Le Grand bain	1	7	91	r	1	7	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	91	0	0	0	0	0	0	0	0	0	1	7	91	0	0	0
201935	108414	Reinach, TaB* Atelierkino	G	ELITE	1013193	Britt-Marie war hier	1	15	75	r	0	0	0	1	15	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	75	0	0	0	0	0	0	1	15	75	0	0	0
201935	108414	Reinach, TaB* Atelierkino	G	TRIGON	1013233	Monos	1	0	0	r	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
201935	108414	Reinach, TaB* Atelierkino	G	FRENETIC	1013474	Yoga - Die Kraft des Lebens	1	26	130	r	1	26	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	130	0	0	0	0	0	0	0	0	0	1	26	130	0	0	0
201935	108414	Reinach, TaB* Atelierkino	G	CINEWORX	1013417	Die fruchtbaren Jahre sind vorbei	1	15	231	r	1	15	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	231	0	0	0	0	0	0	0	0	0	1	15	231	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	WB	1012571	Pokémon: Detective Pikachu	2	10	137	r	0	0	0	2	10	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	137	0	0	0	0	0	0	2	10	137	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	AGORA	1012662	Les Dames	1	8	116	r	1	8	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	116	0	0	0	0	0	0	0	0	0	1	8	116	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	DCM FILM	1012820	At Eternity's Gate	1	6	87	r	1	6	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	87	0	0	0	0	0	0	0	0	0	1	6	87	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	IMPULS	1013027	Stan & Ollie	2	4	49	r	1	0	0	1	4	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	49	0	0	0	0	0	0	2	4	49	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	PATHE	1013053	Dolor y gloria	2	17	195	r	2	17	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	195	0	0	0	0	0	0	0	0	0	2	17	195	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	ELITE	1013137	Gloria Bell	1	9	116	r	1	9	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	116	0	0	0	0	0	0	0	0	0	1	9	116	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013175	Mid90S	1	0	0	r	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	OUTSIDE THE BOX	1013220	Pity	1	0	0	r	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
201923	108414	Reinach, TaB* Atelierkino	G	TRIGON	1013256	God Exists, Her Name is Petrunya	1	2	13	r	1	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	13	0	0	0	0	0	0	0	0	0	1	2	13	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	WB	1012571	Pokémon: Detective Pikachu	2	2	38	r	0	0	0	2	2	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	38	0	0	0	0	0	0	2	2	38	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	AGORA	1012662	Les Dames	1	0	0	r	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	DCM FILM	1012820	At Eternity's Gate	1	8	125	r	1	8	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	125	0	0	0	0	0	0	0	0	0	1	8	125	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	IMPULS	1013027	Stan & Ollie	2	6	92	r	1	2	32	1	4	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	32	1	4	60	0	0	0	0	0	0	2	6	92	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	PATHE	1013053	Dolor y gloria	1	14	191	r	1	14	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	191	0	0	0	0	0	0	0	0	0	1	14	191	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	ELITE	1013137	Gloria Bell	1	3	39	r	1	3	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	39	0	0	0	0	0	0	0	0	0	1	3	39	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	FILMCOOPI	1013175	Mid90S	1	3	48	r	1	3	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	48	0	0	0	0	0	0	0	0	0	1	3	48	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	OUTSIDE THE BOX	1013220	Pity	1	0	0	r	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
201922	108414	Reinach, TaB* Atelierkino	G	TRIGON	1013256	God Exists, Her Name is Petrunya	1	0	0	r	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
201921	108414	Reinach, TaB* Atelierkino	G	WB	1012571	Pokémon: Detective Pikachu	2	29	392	r	0	0	0	2	29	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	29	392	0	0	0	0	0	0	2	29	392	0	0	0
201921	108414	Reinach, TaB* Atelierkino	G	AGORA	1012662	Les Dames	1	9	129	r	1	9	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	129	0	0	0	0	0	0	0	0	0	1	9	129	0	0	0
